Date,Hour,Source,Bt-med,Bt-min,Bt-max,Bx-med,Bx-min,Bx-max,By-med,By-min,By-max,Bz-med,Bz-min,Bz-max,Phi-mean,Phi-min,Phi-max,Theta-med,Theta-min,Theta-max,Dens-med,Dens-min,Dens-max,Speed-med,Speed-min,Speed-max,Temp-med,Temp-min,Temp-max
1/17/2024,12:00:00,1,3.1,2.02,4.18,2.65,-1.31,3.46,0.34,-1.33,4.1,-0.67,-2.37,0.98,21.41,0.47,359.61,-12.04,-56.79,22.38,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
1/17/2024,18:00:00,1,4.47,2.53,5.58,-3.74,-5.39,2.31,-0.19,-3.29,2.96,-0.71,-4,2.23,170.42,22.78,219.14,-11.59,-69.62,27.02,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
1/18/2024,0:00:00,1,6,2.47,7.64,-5.31,-6.48,4.12,2.47,-2.38,5.47,1.16,-3.91,4.66,150.72,27.99,203.67,10.53,-46.84,41.31,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
1/18/2024,6:00:00,1,5.8,4.66,7.56,1.26,-4.47,5.1,3.11,-1.73,6.18,-3.42,-6.75,3.62,64.04,5.8,349.47,-35.66,-81.14,36.46,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
1/18/2024,12:00:00,1,4.73,2.12,7.12,-3.23,-5.3,3.37,-0.34,-4.91,4.08,0.76,-5.73,3.42,186.01,45.34,301.44,10.42,-64.65,44.69,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
1/18/2024,18:00:00,1,7.2,5.15,8.57,-5.09,-7.52,0.93,4.08,1.08,6.7,-1.26,-5.35,3.26,128.85,77.73,170.16,-9.85,-50.77,32.76,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
1/19/2024,0:00:00,1,8.21,7.35,8.58,-4.7,-6.63,-1.29,5.16,2.56,7.12,-3.91,-6.61,-0.65,132.26,100.06,149.39,-28.4,-52.68,-5.02,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
1/19/2024,6:00:00,1,6.96,5.95,8.41,-4.84,-7.1,-2.52,4.93,1.49,6.96,1.19,-4.06,4.17,135.72,111.53,164.41,9.14,-35.6,39.16,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
1/19/2024,12:00:00,1,5.72,4.81,6.3,-1.52,-5.77,2.77,3.66,-0.45,5.86,-0.76,-5.75,4.15,118,51.91,184.24,-7.74,-69,52.3,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
1/19/2024,18:00:00,1,5.04,4.05,5.69,-0.98,-3.62,1.56,3.27,-4.26,4.98,1.2,-4.06,5.52,127.44,63.65,278.22,14.61,-54.02,83.01,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
1/20/2024,0:00:00,1,4.61,3.59,5.07,-1.96,-4.16,1.11,1.93,-2.33,4.89,-1.7,-4.7,4.33,138.34,66.92,256.57,-22.39,-82.72,74.16,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
1/20/2024,6:00:00,1,4.43,3.57,5.01,-1.5,-3.86,1.34,2.86,-2.57,4.45,-2.44,-4.57,2.46,120.39,65.97,260.95,-34.13,-71.36,32.51,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
1/20/2024,12:00:00,1,4.38,3.41,4.94,-2.06,-3.82,-0.04,1.88,-2.87,4.08,-2.46,-4.42,1.72,142.17,87.46,227.12,-34.82,-78.54,28.12,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
1/20/2024,18:00:00,1,4.4,2.62,4.94,-1.01,-3.77,1.43,2.39,-2.76,4.35,-1.42,-4.35,3.89,115.14,38.2,336.46,-19.87,-67.7,82.01,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
1/21/2024,0:00:00,1,4.85,4.03,5.66,-1.49,-4.49,1.95,3.55,-1.07,5.23,-1.04,-4.54,3.74,114.88,59.66,193.57,-12.11,-59.14,56.12,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
1/21/2024,6:00:00,1,4.96,2.97,5.76,-0.07,-3.54,2.95,3.01,-0.57,4.72,-3.35,-5.26,3.73,93.48,12.62,345.75,-44.64,-71.98,66.12,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
1/21/2024,12:00:00,1,6.43,4.78,7.02,-2.51,-5.98,0.58,0.41,-4.04,5.97,3.47,-4.43,6.7,165.07,79.25,248.02,36.14,-55.63,74.68,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
1/21/2024,18:00:00,1,5.58,4.9,6.6,-2.07,-4.58,1.52,3.95,-5.16,5.97,1.13,-4.96,5.26,124.06,83.17,310.28,12.14,-61.62,75.92,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
1/22/2024,0:00:00,1,5.65,5.04,6.84,-2.3,-4.6,1.62,4.11,-5.53,6.23,1.32,-4.41,5.43,131.41,68.34,288.68,12.62,-46.51,73.67,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
1/22/2024,6:00:00,1,5.91,3.83,6.89,-1.15,-3.39,2.79,5.34,-2.09,6.08,-0.72,-5.44,3.03,99.39,16.4,353.57,-7.24,-70.21,31.46,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
1/22/2024,12:00:00,1,7.44,5.06,13.2,-2.19,-10.42,4.59,5.25,-6.74,10.21,0.37,-6.59,10.71,116.71,26.53,342.35,2.36,-84.82,83.13,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
1/22/2024,18:00:00,1,10.94,6.61,13.09,-5.74,-11.22,1.18,5.4,-5.73,10.92,-1.34,-11.48,10.13,142.17,82.22,230.38,-7.93,-64.19,73.73,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
1/23/2024,0:00:00,1,6.72,3.64,8.03,-3.37,-7.54,2.15,2.5,-1.93,6.28,1.55,-5.99,7.09,130.36,40.58,197.74,16.34,-52.74,79.38,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
1/23/2024,6:00:00,1,5.75,3.93,7.22,-4.04,-6.99,1.19,2.63,0.34,4.77,-1.05,-4.24,5.23,143.56,73.51,176.45,-11.25,-65.59,61.86,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
1/23/2024,12:00:00,1,6.89,3.87,7.85,-5.24,-6.8,-0.75,3.16,-0.46,6.19,1.83,-2.01,5.34,150.12,96.61,187.11,15.87,-20.47,53.01,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
1/23/2024,18:00:00,1,3.73,1.47,6.97,0.52,-5.78,4.14,-0.28,-4.44,4.64,-0.84,-5.62,5.09,304.68,4.21,357.54,-15.21,-79.8,82.22,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
1/24/2024,0:00:00,1,6.04,2.81,7.31,3.32,1.78,4.88,-2.81,-5.81,-0.72,-4.5,-5.46,-0.67,321.34,305.64,349.06,-45.95,-65.1,-8.47,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
1/24/2024,6:00:00,1,3.64,2.88,4.14,3.43,-0.41,4.02,-0.33,-2.24,0.2,-0.69,-1.44,3.08,343.84,0.06,359.85,-10.58,-23.53,62.52,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
1/24/2024,12:00:00,1,3.73,3.23,4.53,3.28,1.87,4.14,-0.82,-1.98,0.48,1.53,0.68,2.24,347.03,0.81,359.15,22.49,11.7,38.05,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
1/24/2024,18:00:00,1,2.99,1.45,3.48,2.92,1.34,3.43,-0.52,-0.97,0.01,0.2,-0.6,0.67,350.14,0.68,358.51,3.92,-22.13,16.67,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
1/25/2024,0:00:00,1,3.15,2.76,3.25,2.8,-0.53,3.1,-1.24,-2.96,-0.44,-0.57,-1.34,0.12,334.33,259.87,351.4,-10.58,-29.03,2.18,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
1/25/2024,6:00:00,1,6.42,2.93,7.17,1.83,-2.56,4.94,-5.23,-6.53,2.94,-1.16,-5.53,5.69,296.31,5.55,351.1,-11.4,-61.09,73.56,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
1/25/2024,12:00:00,1,7.91,6.37,8.5,3.66,1.33,6.58,-5.78,-7.45,2.93,3.39,-6.55,4.36,313.4,2.9,347.69,25.18,-68.86,33.15,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
1/25/2024,18:00:00,1,6.2,4.68,6.94,4.76,1.87,6.63,-3.01,-6.04,2.82,0.01,-3.36,3.18,334.76,1.72,359.34,0.08,-38,36.74,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
1/26/2024,0:00:00,1,5.5,5,6.34,4.31,1.8,5.71,-3.22,-4.6,-1.35,0.66,-1.85,3.5,323.34,290.86,345.41,7.02,-20.84,39.68,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
1/26/2024,6:00:00,1,6.07,4.98,7.72,2.92,-1.89,4.68,-3.72,-6.77,3.01,3.04,-3.91,6.56,308.9,10.26,350.51,28.66,-32.25,82.51,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
1/26/2024,12:00:00,1,7.18,5.09,8.57,1.44,-1.8,4.55,-6.24,-8.15,0.11,0.4,-7.2,5.74,283.99,138.34,320.03,3.3,-81.37,79.33,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
1/26/2024,18:00:00,1,5.56,3.94,6.51,4.17,-1.98,5.75,0.21,-4.6,4.79,-2.85,-4.21,3.32,6.07,0.5,359.31,-28.53,-49.18,39.73,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
1/27/2024,0:00:00,1,5.63,4.74,5.95,1.12,-3.8,3.89,5.05,1.22,5.79,1.04,-1.58,3.76,77.61,41.89,161.56,10.79,-18.56,43.85,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
1/27/2024,6:00:00,1,6.23,5.24,6.68,4.82,2.33,5.76,3.44,1.29,5.28,0.56,-1.14,3.82,37.4,13.87,62.94,5.23,-11.25,35.69,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
1/27/2024,12:00:00,1,5.45,3.02,6.63,3.24,-3.11,5.39,2.94,-3.64,4.91,1.62,-1.73,4.98,34.93,17.41,338.12,17.31,-15.51,81.18,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
1/27/2024,18:00:00,1,5.48,3.71,6.12,-2.79,-3.9,-0.68,3.53,-2.74,5.65,3.03,-0.44,4.58,141.17,106.3,220.22,35.49,-4.46,72.42,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
1/28/2024,0:00:00,1,7.81,5.02,9.82,-3.63,-6.82,-0.37,4.88,0.32,8.66,4.14,0.33,7.22,127.95,94.07,165.11,32.56,2.2,69.45,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
1/28/2024,6:00:00,1,9.57,8.15,12.1,-4.17,-7.63,3.43,7.7,-7.59,10.06,1.75,-2.85,9.63,135.87,107.39,295.25,9.67,-19.46,64.28,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
1/28/2024,12:00:00,1,10.49,7.99,11.22,5.65,-0.06,8.04,-7.86,-10.67,-4.06,-1.19,-5.8,6.08,304.3,269.6,319.58,-6.61,-45.42,37.47,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
1/28/2024,18:00:00,1,7.01,3.75,8.53,4.27,-0.15,6.33,-3.54,-7.32,2.46,-2.8,-6.06,6.01,321.33,3.5,356.67,-24.09,-61.43,70.16,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
1/29/2024,0:00:00,1,6.89,5.29,7.94,4.41,0.1,6.63,-4.37,-6.49,0.04,1.15,-5.24,6.08,315.49,8.05,352.7,9.94,-44.91,67.67,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
1/29/2024,6:00:00,1,5.79,3.43,6.76,3.6,-2.81,6,-2.72,-5.9,2.74,-0.07,-4.57,5.72,329.07,0.86,358.81,-0.64,-52.84,81.97,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
1/29/2024,12:00:00,1,6.39,3.37,7.53,3.5,-4.54,6.48,-2.09,-6.39,4.16,-1.24,-6.6,4.35,323.06,1.79,352.25,-11.07,-74.7,61.64,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
1/29/2024,18:00:00,1,5.3,3.32,7.69,4.26,-1.02,6.5,-1.87,-4.87,2.12,0.98,-5.78,3.9,334.96,0.47,359.49,10.07,-76.16,51.44,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
1/30/2024,0:00:00,1,5.14,4.5,5.83,1.69,-3.37,5.76,-3.46,-4.78,0.45,-2.96,-4.83,3.01,289.42,4.26,353.8,-34.66,-80.55,36.42,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
1/30/2024,6:00:00,1,5.05,3.6,5.63,2.15,-2.76,4.08,-3.78,-4.92,0.73,-0.34,-4.41,3.03,298.21,14.3,349.3,-4.02,-52.98,39.35,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
1/30/2024,12:00:00,1,4.24,2.06,4.88,0.4,-2.05,3.75,-3.79,-4.82,-0.69,-0.46,-3.61,2.7,279.73,230.3,343.54,-6.11,-55.28,46.06,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
1/30/2024,18:00:00,1,4.2,3.18,5.03,1.96,-1.53,4.16,-2.39,-4.72,3.23,-0.78,-4.32,2.67,314.72,4.43,350.69,-10.51,-83.23,47.5,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
1/31/2024,0:00:00,1,3.46,2.33,4.25,1.54,-1.05,3.15,-1.79,-3.62,1.35,-1.37,-3.99,2.25,315.74,1.52,357.47,-23.05,-71.84,47.3,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
1/31/2024,6:00:00,1,3.77,2.45,4.29,2.22,-2.42,3.83,-1.71,-3.82,1.93,0.05,-3.25,1.71,315.93,1.39,359.12,0.84,-51.81,29.38,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
1/31/2024,12:00:00,1,3.28,2.92,3.84,1.74,-3.22,3.11,-2,-3.16,0.69,-1.3,-2.94,2.45,306.54,1.53,355.53,-22.36,-58.46,49.25,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
1/31/2024,18:00:00,1,3.28,2.79,3.6,2.99,0.32,3.55,-0.64,-2.72,1.02,-0.67,-3.12,0.73,345,0.82,358.03,-11.71,-76.38,13.65,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
2/1/2024,0:00:00,1,3.8,3.43,7.28,3.27,-2.11,3.89,-2.11,-6.85,-0.45,0.1,-3.06,2.39,322.01,243.3,352.56,1.59,-45.07,22.18,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
2/1/2024,6:00:00,1,5.92,3.81,7.98,-0.05,-5.13,6.01,-4.18,-7.43,1.99,-0.92,-6.21,4.59,270.39,1.64,351.14,-11.02,-70.36,51.85,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
2/1/2024,12:00:00,1,3.98,1.64,4.68,1.54,-3.32,3.27,-2.5,-4.14,0.41,-1.7,-3.48,2.43,295.48,5.64,345.89,-26.41,-77.3,39.65,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
2/1/2024,18:00:00,1,4.19,3.62,4.53,3.46,0.63,4.21,-1.95,-3.27,0.41,-1.25,-2.86,0.79,332.06,3.1,357.04,-17.18,-39.76,11.35,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
2/2/2024,0:00:00,1,3.38,2.84,3.88,1.32,-2.84,3.53,-2.15,-3.11,0.24,-1.97,-3.02,1.15,302.04,7.88,348.29,-34.94,-77.21,19.62,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
2/2/2024,6:00:00,1,3,1.27,3.82,-1,-2.48,0.96,-1.45,-3.3,0.8,-1.88,-3.22,1.38,229.02,65.73,317.02,-38.96,-83.79,25.6,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
2/2/2024,12:00:00,1,2.42,1.56,3,2.09,-0.03,2.89,-0.12,-2.42,0.85,0.3,-1.52,1.69,345.15,0.83,359.35,7.05,-34.19,44.33,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
2/2/2024,18:00:00,1,2.52,0.89,3.1,1.24,-2.35,2.28,-1.13,-2.66,0.58,0.34,-2.01,2.15,308.07,0.77,358.53,9.61,-69.83,57.81,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
2/3/2024,0:00:00,1,3.3,2.2,3.87,-2.64,-3.17,-1.7,-1.15,-2.08,-0.1,-1.57,-2.13,-0.2,203.69,181.53,229.07,-28.19,-40.68,-4.83,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
2/3/2024,6:00:00,1,3.58,2.4,3.89,-2.63,-3.37,-1.01,-1.27,-2.63,0.09,-1.7,-2.82,1.04,207.57,178.05,245.21,-28.35,-46.89,25.64,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
2/3/2024,12:00:00,1,3.74,1.37,4.65,0.71,-3.2,3.9,-2.49,-3.34,1.6,-0.97,-3.81,0.59,274.71,12.33,332.05,-15.69,-66.54,14.48,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
2/3/2024,18:00:00,1,3.97,2.13,4.67,1.05,-1.47,2.95,-3.15,-4.16,1.58,-1.84,-3.42,0.78,286.12,63.05,314.48,-26.69,-81.03,12.17,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
2/4/2024,0:00:00,1,5.03,2.33,6.8,-0.93,-5.93,1.42,-0.89,-5.13,5.42,-0.45,-4.55,5.25,208.13,29.37,292.77,-4.97,-58.33,82.58,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
2/4/2024,6:00:00,1,5.14,2.33,9.23,-2.2,-5.43,4.27,2.86,-3.1,6.2,1.86,-0.61,8.17,128.16,12.32,351.6,24.45,-6.76,81.13,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
2/4/2024,12:00:00,1,7.11,6.18,8.8,-3.99,-7.03,1.53,4.56,-0.3,7.15,2.29,-5.25,7.52,128.24,68.06,184.38,18.89,-53.3,72.37,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
2/4/2024,18:00:00,1,6.61,5.41,7.24,-3.72,-5.88,1.88,3.6,-1.34,6.36,2.27,-6.2,6.49,134.55,8.69,213.29,20.65,-64.38,81.9,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
2/5/2024,0:00:00,1,6.57,5.81,7.68,-1.64,-6.47,4.8,4.75,-0.76,6.54,0.95,-3.51,7.44,109.42,32.14,279.6,9.03,-34.66,86.35,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
2/5/2024,6:00:00,1,7.35,6.79,9.11,-3.79,-8.81,-0.08,4.54,-2.26,7.16,-0.01,-6.32,6.47,133.43,87.33,194.19,-0.09,-55.61,68.64,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
2/5/2024,12:00:00,1,9.37,7.28,10.97,-5.65,-8.47,0.75,4.41,-1.02,7.08,5,-8.05,8.98,141.96,111.05,299.5,32.07,-62.9,80.36,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
2/5/2024,18:00:00,1,8.62,7.16,9.89,-5.24,-8.78,0.25,3.02,-2.92,7.18,4.7,-6.02,8.34,148.13,91.06,239.07,34.91,-41.4,86.02,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
2/6/2024,0:00:00,1,7.98,6.37,8.83,-4.75,-7.55,0.03,5.15,-4.03,7.3,2.01,-5.73,6.85,134.88,88.97,226.78,14.72,-49.69,60.65,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
2/6/2024,6:00:00,1,7.03,6.1,8.66,-0.74,-5.38,6.2,5.73,-1.56,7.94,2.17,-4.1,5.86,91.5,9.91,339.63,17.6,-36.39,64.29,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
2/6/2024,12:00:00,1,6.51,5.19,7.56,-4.15,-6.86,3.07,4.38,-0.55,6.76,0.52,-2.85,5.32,131.66,32.55,184.36,4.58,-22.58,56.82,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
2/6/2024,18:00:00,1,6.05,5.16,6.84,-3.82,-5.97,2.8,4.08,-2.96,5.84,1.67,-1.95,5.49,131.04,86.95,320.72,14.85,-17.8,79.55,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
2/7/2024,0:00:00,1,5.25,4.89,6.04,-3.99,-5.65,-1.47,3.28,-1.41,4.69,-0.15,-4.71,2.7,142.39,107.16,210.84,-1.68,-65.83,33.29,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
2/7/2024,6:00:00,1,4.89,4.23,5.47,-3.03,-4.9,0.57,2.01,-4.73,4.74,-0.48,-4.03,4.23,159.77,113.23,280.23,-5.38,-60.63,59.63,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
2/7/2024,12:00:00,1,4.45,4.17,4.71,-1.86,-3.72,1.45,3.64,-0.4,4.56,0.71,-4.08,3.14,116.31,66.4,188.83,9.25,-68.03,47.49,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
2/7/2024,18:00:00,1,3.92,3.37,4.33,-1.74,-3.74,2.89,2.67,0.05,4.02,1.53,-4.04,3.04,120.46,21.47,178.56,24.25,-69.76,54.55,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
2/8/2024,0:00:00,1,4.05,3.62,4.3,0.49,-3.78,2.6,3.67,-0.57,4.14,0.07,-2.45,2.65,89.3,46.45,188.62,1.06,-39.72,42.69,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
2/8/2024,6:00:00,1,4.4,3.76,4.57,-2.79,-3.36,-1.45,0.23,-1.75,2.68,-3.2,-3.76,-1.82,172.74,120.24,210.89,-47.12,-57.99,-28.79,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
2/8/2024,12:00:00,1,3.75,2.99,4.69,-2.3,-4.04,1.06,1.57,-1.61,3.5,-1.7,-3.61,3.02,141.45,66.71,210.78,-27.9,-58.11,64.74,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
2/8/2024,18:00:00,1,4.43,2.53,5.75,0.95,-3.28,4.02,1.86,-3.08,4.01,2.86,-0.89,4.86,51.9,4.4,352.45,40.52,-19.56,77.24,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
2/9/2024,0:00:00,1,3.39,2.96,4.55,-2.95,-3.47,-0.67,-0.21,-2.46,2.5,0.66,-1.54,3.33,184.31,132.22,229.72,11.14,-27.55,76.6,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
2/9/2024,6:00:00,1,3.43,2.19,3.77,-1.06,-3.5,1.4,0.91,-2.32,3.68,-0.63,-3.48,3.3,134.01,10.54,349.85,-11.72,-82.54,74.72,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
2/9/2024,12:00:00,1,3.24,2.31,3.91,-0.41,-2.06,0.8,2.69,0.12,3.72,1.36,0.12,3.04,100.83,53.59,168.91,25.73,1.81,76.88,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
2/9/2024,18:00:00,1,6.38,2.82,9.17,-0.29,-3.62,6.02,3.03,-7.32,5.73,3.7,-0.55,7.02,79.06,6.3,357.89,40.54,-3.45,82.47,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
2/10/2024,0:00:00,1,3.56,1.16,5.12,0.18,-3.39,3.3,0.75,-1.87,4.04,2.71,0.13,4.53,82.4,1.95,356.45,50.29,2.53,81.07,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
2/10/2024,6:00:00,1,4.49,2.14,6.41,1.21,-3.2,4.28,-2.73,-4.76,2.43,-1.6,-3.97,4.43,272.47,40.33,316.32,-19.62,-73.71,72.09,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
2/10/2024,12:00:00,1,4.34,1.75,4.93,3.65,-1.29,4.5,-0.83,-4.12,3.66,1.39,-2.01,2.84,345.57,1.27,359.67,19.61,-29.32,40.74,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
2/10/2024,18:00:00,1,4.36,3.37,5.24,4.1,2.7,4.97,0.34,-2.14,1.96,0.99,-0.77,3.48,4.96,0.22,359.7,13.38,-9.66,45.33,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
2/11/2024,0:00:00,1,9.57,3.74,18.51,2.07,-6.03,9.02,-4.5,-15.98,17.51,-2.58,-14.44,13.06,304.27,3.59,356.43,-12.03,-69.51,76.23,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
2/11/2024,6:00:00,1,7.01,1.83,8.78,-0.89,-6.43,5.93,1.85,-6.32,6.02,0.53,-6.79,7.46,93.06,2.87,357.05,8.15,-69.71,67.61,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
2/11/2024,12:00:00,1,6.62,2.82,8.1,3.07,-4.31,5.72,-3.73,-6.44,1.37,3.44,-4.11,6.76,309.87,3.71,357.37,31.62,-43.57,61.09,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
2/11/2024,18:00:00,1,6.51,5.25,7.25,2.83,-2.62,4.99,-5.33,-6.39,-3.83,-1.43,-4.4,3.01,293,238.39,319.65,-12.76,-41.38,25.2,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
2/12/2024,0:00:00,1,6.07,5.47,7.21,2.41,-1.38,4.58,-5.49,-6.43,-2.36,-0.61,-3.99,4.2,292.14,253.49,326.83,-5.69,-43.92,50.12,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
2/12/2024,6:00:00,1,5.17,4.16,5.56,0.65,-2.13,4.3,-2.52,-4.94,1.23,3.9,-2.7,5.15,291.49,5.85,354.3,52.08,-32.33,82.37,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
2/12/2024,12:00:00,1,4.2,3.74,4.59,-1.61,-3.63,1.73,0.55,-4.12,2.57,3.01,0.91,4.34,180.89,30.01,335.11,46.36,12.87,82.06,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
2/12/2024,18:00:00,1,2.78,2.24,4.06,0.47,-2.29,2.31,-2.04,-3.14,2.2,1.28,-0.97,3.37,274.11,92.9,348.45,27.91,-20.12,79.06,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
2/13/2024,0:00:00,1,5.36,2.57,6.48,0.65,-2.02,4.49,-4.35,-5.48,-0.07,-1.45,-4.52,3.71,273.93,181.5,331.77,-15.1,-66.1,55.71,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
