Date,Hour,Source,Bt-med,Bt-min,Bt-max,Bx-med,Bx-min,Bx-max,By-med,By-min,By-max,Bz-med,Bz-min,Bz-max,Phi-mean,Phi-min,Phi-max,Theta-med,Theta-min,Theta-max,Dens-med,Dens-min,Dens-max,Speed-med,Speed-min,Speed-max,Temp-med,Temp-min,Temp-max
4/27/2024,6:00:00,1,9.9,6.41,16.01,-2.94,-8.2,4.17,5.51,-9.92,10.81,6.02,-7.9,13.46,128.83,60.31,294.09,38.49,-66.68,74.04,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
4/27/2024,12:00:00,1,10.71,8.52,12.1,-1.41,-8.7,5.12,2.59,-8.36,10.14,6.88,-9.28,11.56,149.17,29.24,315.16,41.87,-72.27,82.95,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
4/27/2024,18:00:00,1,5.54,4.77,10.61,-4.1,-9.63,1.19,1.58,-2.72,6.09,-3.22,-6.43,1.6,158.25,27.32,310.34,-33.77,-83.29,13.7,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
4/28/2024,0:00:00,1,5.13,4.21,6.13,-3.5,-5.48,1.16,2.22,-3.23,4.94,0.27,-3.99,5.2,149.37,73.79,256.92,3.14,-53.26,79.42,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
4/28/2024,6:00:00,1,5.74,4.37,6.36,-1.34,-5.78,3.7,2.36,-1.29,4.74,3.33,-2.82,6.08,107.93,9.94,352.1,39.52,-30.83,87.3,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
4/28/2024,12:00:00,1,5.63,4.85,6.55,-4.27,-5.69,-1.21,0.94,-3.6,5.17,2.14,-0.1,5.87,166.34,120.86,237.66,22.78,-1.07,70.99,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
4/28/2024,18:00:00,1,6.38,3.03,7.32,-2.57,-5.76,3.41,2.84,-5.91,5.36,3.82,-2.36,6.07,151.26,99.07,326.57,37.59,-20.62,81.45,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
4/29/2024,0:00:00,1,4.93,3.14,6.23,-3.7,-4.89,1.43,1.72,-4.87,4.08,0.26,-2.14,4.69,173.65,122.38,289.42,3.58,-27.36,49.96,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
4/29/2024,6:00:00,1,4.72,3.3,5.66,-2.09,-5.09,2.09,0.59,-4.75,5.46,0.99,-2.46,4.19,163.62,61.21,281.68,12.19,-39.63,74.63,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
4/29/2024,12:00:00,1,3.9,1.4,4.98,-0.59,-3.53,1.84,2.49,-3.37,4.08,1.95,-2.38,4.25,105.73,24.86,328.59,31.39,-63.75,72.49,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
4/29/2024,18:00:00,1,2.53,1.03,3.77,-0.56,-2.08,2.4,1.86,-2.29,2.88,0.11,-1.29,2.87,98.01,12.94,349.96,3.24,-29.2,74.07,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
4/30/2024,0:00:00,1,2.88,1.89,3.72,-0.77,-1.76,2.43,-1.28,-2.29,3.03,1.61,0.61,3.54,263.44,100.91,355.43,37.42,14.74,80.72,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
4/30/2024,6:00:00,1,2.56,0.89,6.13,0.84,-5.01,2.35,-0.78,-3.71,0.86,1.07,-0.47,2.41,276.41,5.33,354.05,25.93,-29.33,58.5,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
4/30/2024,12:00:00,1,8.72,3.44,9.42,-3.16,-6.53,0.89,-5.75,-6.35,-3.33,-5.25,-7.75,1.14,242.49,213.98,281.66,-38.6,-60.37,12.22,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
4/30/2024,18:00:00,1,7.82,3.75,12.28,-5.22,-7.52,1.68,-3.41,-10.93,5.68,-3.56,-9.73,0.63,203.39,116.51,279.34,-25.89,-59.09,8.29,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/1/2024,0:00:00,1,13.18,12.2,13.67,1.89,-0.46,2.93,-2.55,-5.86,2.08,12.5,10.91,13.5,320,16.64,333.18,75.09,60.2,84.33,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/1/2024,6:00:00,1,13.22,12.99,13.48,3.56,-0.52,4.87,0.59,-1.68,4.6,12.7,11.9,13.2,22.51,1.51,358.98,73.63,66.34,85.25,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/1/2024,12:00:00,1,12.94,12,13.64,1.94,0.53,3.89,10.24,6.38,12.49,7,2.99,11.39,77.29,64.41,87.54,34.09,13.38,57.85,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/1/2024,18:00:00,1,11.3,9.24,12.82,0.54,-3.31,3.02,10.94,7.89,12.56,2.35,-4.82,6.33,88.57,72.65,107.46,11.84,-27.42,34.36,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/2/2024,0:00:00,1,8.02,4.64,10.27,0.43,-5.56,7.35,7.49,0.62,9.87,0.17,-6.87,3.37,84.07,9.7,144.9,1.06,-49.76,33.15,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/2/2024,6:00:00,1,10.24,4.92,12.99,1.58,-3.61,5.51,7.32,-5.73,12.23,-6.01,-10.72,1.36,72.97,18.56,334.51,-33.43,-75.57,16.03,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/2/2024,12:00:00,1,19.71,9.92,22.15,6.36,3.52,9.85,-8.67,-18.1,6.22,-14.08,-18.99,17.56,319.34,1.9,357.54,-54.7,-72.3,64.93,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/2/2024,18:00:00,1,15.67,11.15,21.46,4.29,-0.42,9.35,-12.71,-19.66,8.23,0.92,-18.77,12.29,292.66,43.51,339.65,4.07,-62.31,55.76,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/3/2024,0:00:00,1,4.67,3.04,11.55,-3.19,-8.07,1.14,-0.83,-10.9,0.82,1.05,-5.33,7.37,213.24,168.78,276.84,15.78,-30.57,41.52,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/3/2024,6:00:00,1,3.12,1.64,3.67,-2.7,-3.6,-0.12,-0.47,-1.71,0.81,1.55,-0.37,2.45,193.65,159.74,265.07,30.52,-6.21,61.43,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/3/2024,12:00:00,1,4.19,2.43,4.89,2.03,-2.24,4.13,-2.67,-4.35,0.47,1.59,-2.05,3.99,300.13,157.3,351.25,23.87,-26.34,72.98,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/3/2024,18:00:00,1,3.98,3.16,4.68,-3.3,-4.48,4.15,-1.65,-2.61,-0.31,0.98,-2.31,2.24,209.18,184.95,346.45,15.04,-29.5,33.52,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/4/2024,0:00:00,1,4,3.72,4.21,-3.46,-3.83,-2.89,-1.08,-2.52,0.29,1.31,-0.05,2.41,198.58,175.12,219.49,19.71,-0.77,35.71,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/4/2024,6:00:00,1,4.27,3.77,4.62,-3.5,-3.98,-1.78,-2.21,-3.86,0.03,0.39,-1.28,2.45,213.6,178.96,244.99,5.2,-17.4,35.21,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/4/2024,12:00:00,1,4.19,3.81,5.14,-2.92,-4.52,-1.13,-2.89,-4.05,-0.24,-0.48,-1.81,0.84,219.72,183.25,254.05,-6.16,-22.43,12.05,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/4/2024,18:00:00,1,5.21,3.99,6.02,-2.64,-4.5,0.15,-3.67,-4.91,-1.52,-2.46,-3.63,0.94,236.39,196.5,272.3,-27.66,-43.94,9.77,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/5/2024,0:00:00,1,4.46,1.05,5.54,0.6,-3.34,2.37,-3.28,-4.55,1.09,-2.45,-4.31,0.11,274.59,46.22,308.11,-33.39,-57.75,2,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/5/2024,6:00:00,1,3.77,1.37,6.21,-0.13,-3.97,2.34,0.27,-3.63,3.42,0.24,-5.47,5.07,164.01,46.25,343.5,6.34,-84.67,83.42,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/5/2024,12:00:00,1,6.9,4.19,9.73,-3.59,-8.29,3.5,-0.51,-7.21,5.02,5.13,-6.38,8.34,184.72,1.85,342.23,47.55,-64.64,84.49,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/5/2024,18:00:00,1,11.57,6.24,14.33,5.37,-3.96,8.61,5.18,-3.82,11.19,-8.68,-13.28,6.59,42.76,11.01,301.52,-45.5,-84.8,27.37,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/6/2024,0:00:00,1,14.63,13.47,15.86,-4.4,-7.26,-0.96,11.71,8.27,15.52,6.73,-6.45,10.82,109.94,87.66,127.63,28.09,-28.64,46.04,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/6/2024,6:00:00,1,14.2,9.72,16.57,-5.77,-10.7,3.03,10.23,-5.93,15.83,4.23,-9.05,12.77,126.73,64.87,227.81,18.16,-63.41,55.86,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/6/2024,12:00:00,1,10.45,7.71,12.1,-4.33,-8.26,3.39,6.16,-3.37,10.67,5.93,-8.22,9.99,131.36,65.96,205.49,34.81,-54.19,74.43,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/6/2024,18:00:00,1,5.37,3.4,7.56,-1.49,-4.88,3.9,2.49,-3.67,6.48,3.2,-3.67,5.85,121.8,9.13,355.86,38.48,-52.94,84.7,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/7/2024,0:00:00,1,5.41,4.71,5.96,-2.7,-5.06,4.58,3.32,-3.99,5.35,2.2,-1.49,4.82,139.2,26.63,242.85,23.03,-15.69,71.22,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/7/2024,6:00:00,1,4.9,4.19,5.79,-3.84,-4.87,0.97,1.69,-2.63,5.41,0.84,-2.9,4.1,154.08,78.26,213.11,10.56,-38.02,54.1,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/7/2024,12:00:00,1,4.88,4.22,5.47,-4.04,-5.02,1.65,1.97,-1.54,5.11,1.04,-2.93,3.56,150.51,68.03,203.6,12.28,-38.62,43.7,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/7/2024,18:00:00,1,4.06,3.33,5.38,-1.34,-3.77,1.94,3.07,-0.73,5.26,0.83,-2.92,3.53,115.7,55.42,189.8,12.04,-53,64.51,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/8/2024,0:00:00,1,3.78,3.33,4.14,-2.83,-3.78,1.36,1.89,-0.86,3.76,0.76,-2.49,2.87,144.04,67.45,195.78,11.92,-41.04,49.51,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/8/2024,6:00:00,1,3.41,2.26,4.04,-2.08,-3.5,0.94,1.06,-2.16,3.36,0.08,-3.05,3.58,151.61,65.42,275.33,1.48,-61.05,81.44,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/8/2024,12:00:00,1,3.47,2.5,3.93,-0.65,-3.01,2.15,2.32,-1.59,3.79,0.83,-1.9,2.89,118.53,47.56,223.28,13.55,-37.25,64.83,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/8/2024,18:00:00,1,3.09,1.63,3.61,-1.52,-2.92,1.94,1.58,-1.02,3.36,1.27,-2.04,2.87,134.25,56.01,205.65,25.99,-43.34,59.31,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/9/2024,0:00:00,1,2.98,1.68,3.59,-1.38,-3,0.39,1.88,-1.13,3.28,0.66,-3.08,2.78,132.06,78.52,208.65,13.83,-83.46,63.13,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/9/2024,6:00:00,1,3.26,2.77,3.57,-2.74,-3.37,-1.41,0.83,-2.07,2.54,0.34,-1.91,2.13,164.34,121.77,219.15,6.1,-41.06,41.07,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/9/2024,12:00:00,1,3.63,1.44,5.37,-0.03,-3.34,2.18,3.27,-1.54,4.99,0.39,-2.71,1.68,104.41,52.64,221.57,6.16,-37.37,27.48,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/9/2024,18:00:00,1,5.93,4.77,6.75,-3.28,-5.53,0.85,4.38,-1.13,5.96,-1.1,-4.2,3.44,131.09,76.05,182.15,-10.76,-46.59,47.5,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/10/2024,0:00:00,1,4.54,0.6,6.66,-1.07,-4.38,1.53,-0.28,-4.22,5.93,-1.46,-5.35,3.64,206.66,13.87,350.01,-42.92,-84.59,43.52,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/10/2024,6:00:00,1,3.67,1.61,5.09,-1.08,-3.06,2.67,-1.33,-2.86,0.96,-2.82,-4.65,1.7,255.59,39.1,348.76,-46.99,-78.8,54.35,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/10/2024,12:00:00,1,3.99,1.68,53.47,-2.43,-22.8,9.98,0.42,-45.08,18.39,-1.15,-44.72,7.67,169.17,49.47,297.47,-14.85,-75.35,51.64,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/10/2024,18:00:00,1,49.48,24.3,74.19,-12.33,-27.46,16.87,1.76,-68.02,72.65,-26.56,-49.24,52.9,167.77,71.03,286.8,-35.92,-68.73,51.27,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/11/2024,0:00:00,1,38.14,16.08,54.34,-11.08,-31.94,3.22,-20.34,-42.49,23.45,-23.71,-48.79,12.66,227.66,48.63,279.47,-46.61,-84.54,20.38,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/11/2024,6:00:00,1,29.11,7.51,44.18,-2.94,-19.33,13.15,12.9,-18.31,39.82,-20.19,-39.96,17.62,112.73,5.38,341.12,-48.71,-81.25,68.99,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/11/2024,12:00:00,1,14.63,7.98,28.11,-8.12,-15.37,8.38,2.36,-9.69,15.79,-8.61,-23.98,6.79,172.91,55.73,242.72,-38.09,-64.45,29.07,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/11/2024,18:00:00,1,11.05,5.99,19.04,3.75,-11.85,8.36,4.68,-9.16,16.67,3.49,-12.35,15.81,74.69,10.84,352.67,19.23,-77.43,69.89,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/12/2024,0:00:00,1,6.85,4.51,8.92,-4.8,-6.92,6.77,-0.46,-6.8,6.79,1.95,-6.28,4.79,204.11,6.31,356.32,16.58,-55.87,41.32,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/12/2024,6:00:00,1,9,4.39,11.93,-6.91,-10.16,-3.6,0.04,-2.62,3.84,2.73,0.42,8.79,179.19,151.15,200.99,24.86,5.31,49.59,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/12/2024,12:00:00,1,6.09,4.9,8.92,-4.24,-8.51,4.26,3.16,0.06,6.28,1.04,-3.21,4.21,138.38,41.16,177.81,9.7,-41.29,48.81,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/12/2024,18:00:00,1,7.88,5.74,10.59,-1.16,-7.84,6.32,5.93,-8.78,8.26,0.22,-7.78,8.11,103,8.64,331.21,1.63,-57,57.83,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/13/2024,0:00:00,1,7.97,5.84,9.37,-7.25,-9.31,-5.36,2.31,-0.79,3.9,-0.4,-3.63,2.31,164.2,145.7,185.01,-2.93,-29.89,17.19,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/13/2024,6:00:00,1,8.22,4.43,9.63,-5.4,-8.41,6.74,1.78,-3.12,5.98,4.25,-2.87,8.05,141.78,15.94,201.1,34.97,-24.1,65.76,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/13/2024,12:00:00,1,5.29,3.57,5.89,2.2,0.84,4.52,1.29,-3.22,3.02,4.6,-0.66,5.22,21.5,1.73,356.8,59.22,-7.36,71.74,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/13/2024,18:00:00,1,5.42,5.04,8.04,3.06,1.17,5.7,-0.88,-2.31,4.13,4.33,3.09,7.03,354.96,1.35,358.14,49.76,34.64,75.24,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/14/2024,0:00:00,1,6.48,4.98,7.46,4.18,-1.02,5.14,3.6,0.23,4.74,3.2,0.68,5.67,42.73,8.42,164.77,28.86,7.32,80.4,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/14/2024,6:00:00,1,4.53,3.51,5.73,-2.45,-4.83,-0.26,-0.81,-3.86,2.65,3.18,-3.47,5.45,196.41,95.78,237.38,47.3,-62.44,75.09,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/14/2024,12:00:00,1,3.68,3.16,4.12,-2.84,-3.72,1.85,1.03,-2.54,3.63,1.46,-2.38,2.88,154.09,55.26,222.03,23.23,-49.05,51.86,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/14/2024,18:00:00,1,3.64,3.1,3.97,-2.68,-3.37,-0.32,0.24,-1.9,3.09,2.15,-2.07,3.24,175.76,88.97,223.49,37.02,-35.42,69.5,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/15/2024,0:00:00,1,4.1,3.42,4.5,-2.66,-4.19,0.43,1.37,-1.19,4.14,-0.04,-4.11,3.1,146.76,82.78,204.51,-0.55,-73.69,58.25,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/15/2024,6:00:00,1,3.56,2.99,4,-2.2,-3.58,1.06,0.29,-1.86,2.67,0.36,-3.67,3.48,169.96,48.99,342.17,5.86,-83.34,63.13,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/15/2024,12:00:00,1,3.4,3.09,3.72,-2.8,-3.42,-1.02,0.9,-1.44,2.71,-1.15,-3.25,1.16,160.74,107.37,211.72,-20.05,-66.47,19.67,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/15/2024,18:00:00,1,6,5.17,7.13,-4.81,-6.46,-3.12,1.97,-0.5,3.79,-2.52,-5.39,0.72,159.92,128.69,184.7,-24.6,-50.14,7.87,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/16/2024,0:00:00,1,5,4.11,16.99,-3.35,-7.4,3.48,2.74,-4.32,13.72,-1.48,-13.97,11.85,141.52,44.69,236.67,-16.92,-72.62,63.19,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/16/2024,6:00:00,1,11.06,1.65,16.81,-1.72,-10.78,5.16,1.73,-6.21,14.91,-1.77,-11.65,9.24,135.61,7.69,330.6,-12.87,-82.42,67.88,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/16/2024,12:00:00,1,8.88,5.93,9.83,0.34,-3.42,4.68,-1.99,-4.75,4.3,8.32,0.51,9.49,271.52,16.05,318.62,69.87,4.97,88.13,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/16/2024,18:00:00,1,7.41,5.91,8.27,4.02,-0.1,5.68,3.8,-3.99,6.77,4.28,0.14,7.52,30.61,3.35,348.25,37,1.02,73.56,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/17/2024,0:00:00,1,8.69,7.38,10.15,3.77,-2.11,5.32,6.19,-7.46,8.91,3.56,-4.15,8.15,49.35,43.87,280.97,25.78,-30.77,70,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/17/2024,6:00:00,1,8.71,6.34,10.43,2.29,-0.2,4.56,3.41,-3.07,8.36,7.91,-2.16,9.49,46.74,4.78,350.16,59.99,-17.05,83.55,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/17/2024,12:00:00,1,13.73,6.99,16.98,2.24,-3.25,6.92,-1.69,-16.44,14.35,-8.31,-14.34,11.35,347.36,1.28,359.01,-43.01,-78.48,56.73,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/17/2024,18:00:00,1,12.35,10.7,13.52,7.3,0.05,11.57,-6.17,-12.24,2.6,-6.65,-10.69,3.49,322.67,1.55,358.63,-32.49,-67.33,16.42,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/18/2024,0:00:00,1,11.71,10.27,12.54,7.98,5.37,9.37,-7.47,-9.22,-3.83,-3.95,-9.01,-0.14,318.33,308.38,333.82,-19.87,-50.68,-0.8,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/18/2024,6:00:00,1,7.72,5.67,10.24,5.39,-0.17,9.83,0.22,-4.89,5.15,-4.34,-7.43,-0.25,9.98,0.32,359.3,-38.03,-58.38,-1.42,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/18/2024,12:00:00,1,6.02,4.61,6.94,-4.1,-6.02,-0.14,3.82,-0.09,5.57,-0.05,-4.09,3.68,132.4,91.86,174.91,-0.48,-50.01,37.16,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/18/2024,18:00:00,1,5.53,5.34,6.21,-3.35,-4.7,-1.62,4.37,3.49,5.17,0.64,-1.79,2.36,125.75,107.38,140.52,6.48,-18.4,24.44,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/19/2024,0:00:00,1,6.6,5.38,9,-5.42,-6.94,-1.27,4.26,-1.57,5.82,-1.74,-3.45,-0.43,140.01,104.77,196.86,-14.83,-36.63,-4.44,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/19/2024,6:00:00,1,7.66,6.72,9.03,-4.41,-6.22,-1.99,5.43,3.25,8.34,-1.03,-5.39,2.43,127.7,104.59,151.03,-8.08,-38.59,15.75,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/19/2024,12:00:00,1,9.26,8.37,9.56,-2.53,-5.68,1.46,8.44,3.23,9.32,-2.59,-7.68,5.55,108.54,80.58,136.41,-16.47,-60.22,40.58,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/19/2024,18:00:00,1,6.87,5.33,9.15,1.76,-2.75,6.5,3.25,-3.2,8.69,5.19,0.96,7.95,51.61,3.93,355.19,52.19,6.22,67.43,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/20/2024,0:00:00,1,6.85,3.26,9.25,0.93,-5.55,4.57,4.06,-3.85,8.1,0.12,-6.67,8.24,81.69,52.03,339.41,1.03,-86.53,69.8,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/20/2024,6:00:00,1,7.03,5.21,7.71,-6.44,-7.52,-4.38,1.78,-1.05,5.25,0.55,-2.13,2.77,164.76,131.54,188.03,4.63,-23.16,24.51,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/20/2024,12:00:00,1,6.26,4.3,7.26,-3.87,-5.51,-0.55,3.06,-1.66,4.81,3.24,-2.3,6.58,150.03,121.52,247.03,32.66,-23.24,80.18,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/20/2024,18:00:00,1,6.02,5.31,6.91,-4.15,-5.93,0.27,2.14,-5.69,4.78,2.13,-6.18,5.03,168.66,119.12,273.66,20.01,-72.05,52.32,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/21/2024,0:00:00,1,6.2,5.14,7.35,-4.51,-5.92,-0.36,2.73,-5.67,6.64,1.82,-4.3,5.68,164.66,94.92,266.46,17.55,-49.71,60.37,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/21/2024,6:00:00,1,6.17,4.95,6.63,-3.76,-6.33,1.29,2.59,-2.78,5.98,-0.07,-6.12,4.6,145.93,67.98,267.59,-0.62,-83.45,49.96,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/21/2024,12:00:00,1,6.57,5.85,6.91,-2.23,-5.1,3.62,4.67,-0.68,6.43,-0.1,-6.11,6.26,110.77,44.48,180.58,-0.88,-68.37,72.85,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/21/2024,18:00:00,1,7.04,6.52,7.69,-0.65,-5.6,4.27,5.84,-1.71,6.94,2.56,-4.47,6.86,104.04,41.4,256.06,21.82,-40.63,79.28,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/22/2024,0:00:00,1,6.49,6.11,7.11,1.83,-2.46,6.18,4.99,1.8,6.74,2.85,-0.41,5.24,67.68,17.81,114.57,25.96,-3.54,54.18,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/22/2024,6:00:00,1,6.19,5.94,6.39,-2.45,-4.12,0.92,4.29,2.77,5.89,3.33,1.04,5.02,116.62,79.05,140.92,33.05,9.85,54.65,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/22/2024,12:00:00,1,7.37,6.05,8.48,-4.03,-6.11,0.5,2.92,-2.58,5.42,4.89,2.6,7.87,144.83,77.77,201.04,42.5,24.2,71.36,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/22/2024,18:00:00,1,7.49,1.8,8.76,-1.4,-4.67,4.13,2.67,-2.79,6.81,6.25,-3.24,7.99,119.79,35.11,307.92,58.25,-28.91,81.82,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/23/2024,0:00:00,1,5.76,3.68,7.86,0.44,-5.68,4.8,2.92,-3.69,6.25,1.32,-4.68,4.74,113.29,39.76,225.28,14.34,-42.93,61.19,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/23/2024,6:00:00,1,6.7,5.87,7.93,2.66,-2.5,4.61,4.61,-1.92,7.01,-3.21,-6.37,5.63,58.13,5.86,346.99,-28.65,-83.23,53.87,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/23/2024,12:00:00,1,7.12,6.19,7.66,-0.43,-3.79,2.13,2.33,-1.98,5.91,-6.13,-7.1,-4.42,103.11,32.72,220.04,-63.37,-85.03,-36.65,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
5/23/2024,18:00:00,1,8.42,3.18,10.43,1.46,-2.39,6.43,6.43,-3.97,10.14,-1.27,-8.07,1.99,70.16,24.55,355.52,-11.89,-78.89,14.56,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
